mid,formula,nsites,pred_log_sigma
mp:4979,LiCu2(C2O5)2,34,-5.34960412979126
mp:4782,Cs2LiVS4,16,-5.350259780883789
mp:7826,Li2Co(PO3)4,38,-5.350884437561035
mp:18279,Li3MnV(PO4)3,80,-5.350886344909668
mp:5451,LiMnP2(HO4)2,56,-5.352365016937256
mp:3223,LiCo(CO3)2,40,-5.352414608001709
mp:6118,Sr3Li2,20,-5.353025913238525
mp:10338,Li2CoNi(PO4)2,28,-5.353224754333496
mp:14816,Li5MnP2(O4F)2,54,-5.353342533111572
mp:17652,Li3Co3OF7,28,-5.353518962860107
mp:11601,Li3Mn(CoO3)2,12,-5.353801250457764
mp:17802,Li3Y(NiO3)2,24,-5.354249000549316
mp:10802,Li3(CoO2)4,15,-5.354671955108643
mp:536,LiCuF3,20,-5.3553032875061035
mp:194,LiMg2,6,-5.355337142944336
mp:12224,Li4SnSe4,36,-5.356236457824707
mp:17153,Li9Mn2Co5O16,32,-5.35753870010376
mp:13458,Li4Ti3Cr3(CoO8)2,28,-5.3575663566589355
mp:9934,SrLiCrF6,18,-5.3581695556640625
mp:9845,Sr2LiFe2N3,16,-5.358238220214844
mp:6755,Li2HoTl,4,-5.358481407165527
mp:3632,K2LiGdCl6,10,-5.358884334564209
mp:15174,Li6MnV3(PO4)6,80,-5.359005928039551
mp:6641,Li2InSi,4,-5.359011173248291
mp:5205,LiNb2Te4Cl10O,18,-5.359336853027344
mp:15224,Li6Co3Sb(PO4)6,40,-5.359712600708008
mp:1353,LiNi2Sn,4,-5.360162258148193
mp:3806,KLiMg30O31,63,-5.360714435577393
mp:6537,Li2NdGe,8,-5.360743522644043
mp:6764,Li2TmIn,4,-5.361187934875488
mp:9413,LiV(PO3)4,72,-5.3612260818481445
mp:1781,LiMg6Al,16,-5.361679553985596
mp:196,LiB,4,-5.361804962158203
mp:2944,LiMn2(PO4)3,36,-5.361868381500244
mp:17002,Li9Co7O16,32,-5.362173080444336
mp:16500,Li24(I2N)5,39,-5.3622660636901855
mp:1014,LiBPt3,15,-5.362326622009277
mp:1349,LiCa6Ge,8,-5.362523555755615
mp:14297,Li5Ca7Sn11,46,-5.362966060638428
mp:6635,Li2MgCd,4,-5.363052845001221
mp:5316,LiMnPO4F,64,-5.363456726074219
mp:121,LiPr3,4,-5.363785743713379
mp:10897,Li3NbO4,8,-5.36410665512085
mp:5412,LiMn3Al2(HO2)6,24,-5.364135265350342
mp:4197,LiLaMg14O16,32,-5.365329265594482
mp:3644,Cs2LiPrBr6,10,-5.365782260894775
mp:3507,LiCu(PO3)2,10,-5.3662919998168945
mp:10892,Li3CuS3,28,-5.366367340087891
mp:1595,LiTm2Pt,4,-5.367363929748535
mp:6088,BaLiAl3P2(HO7)2,23,-5.3675360679626465
mp:12304,Li4MnCo2O7,28,-5.3685994148254395
mp:6766,Li2YTl,4,-5.368768215179443
mp:8796,Li2Ni(PO3)4,76,-5.369040489196777
mp:10758,KLi3,4,-5.369153022766113
mp:10009,Li2Nb(PO4)2,26,-5.369238376617432
mp:4900,LiEuYO2,5,-5.369303226470947
mp:4602,LiTiSiO4,14,-5.369379043579102
mp:6099,LiAlH8C16(O2F9)4,70,-5.369471073150635
mp:3153,LiMn(PO3)3,56,-5.369499683380127
mp:9330,LiB5H2O9,68,-5.370035648345947
mp:15243,Li6MnV3(PO4)6,40,-5.37043571472168
mp:15337,Li7(Mo3Se4)4,35,-5.370481967926025
mp:5534,LiMgB3(H9N)2,50,-5.370637893676758
mp:2907,LiB6(H5O)2,38,-5.371315002441406
mp:17302,Li9Mn2Co5O16,32,-5.371341228485107
mp:6673,Li2GaPt,4,-5.371446132659912
mp:7929,Li2ZnCdP2,6,-5.37146520614624
mp:14,LiMg,4,-5.371475696563721
mp:1887,Sr2LiGe3,24,-5.371485233306885
mp:10169,Li2CoOF3,14,-5.371606826782227
mp:6319,Li2Mn3F8,26,-5.372837543487549
mp:2054,LiMn2F5,32,-5.373233795166016
mp:5245,Rb2Ba8Li(Sb3O)2,19,-5.375331878662109
mp:7985,BaLi2(MgSi)2,7,-5.375366687774658
mp:3745,K2LiCuF6,10,-5.375622749328613
mp:6456,Li2HN,4,-5.375813961029053
mp:18448,BaNaLi3(BO2)6,46,-5.375939846038818
mp:1354,LiNi2Ge,4,-5.37644624710083
mp:9942,LiCaCrF6,18,-5.377052307128906
mp:6630,Li2MgTl,4,-5.377349376678467
mp:10412,Li2ZrFe(PO4)3,76,-5.3776044845581055
mp:16194,Li9TiMn3(PO4)6,43,-5.377614974975586
mp:6302,Li2GeN2,20,-5.378040790557861
mp:4080,LiP2WO8,24,-5.378278732299805
mp:6120,Li2Mg,6,-5.378336429595947
mp:9487,LiLa3Ti2O9,60,-5.378446578979492
mp:11748,Li3Ti(NiO2)4,32,-5.378786087036133
mp:2753,LiCu5(PO4)2,32,-5.37905740737915
mp:12592,Li4MnCo5O12,22,-5.37918758392334
mp:1643,LiPr2Os,4,-5.379701137542725
mp:1211,LiAcO3,5,-5.3807244300842285
mp:5740,SrLiLa3MnO8,14,-5.3807373046875
mp:841,Li(TaS2)2,7,-5.3807692527771
mp:11101,Li3CuF6,40,-5.381063461303711
mp:6656,Li2GaAu,4,-5.3819403648376465
mp:6711,Li2CdIn,4,-5.381954193115234
mp:14075,Li4TiNi3Sn2(PO4)6,40,-5.382408618927002
mp:363,LiCuS2,4,-5.382565021514893
mp:3203,LiCd4(GeO3)5,50,-5.382576942443848
mp:9933,SrLiVF6,18,-5.382614612579346
mp:664,LiAgF2,8,-5.382728099822998
mp:2329,LiCu6OF11,19,-5.382741928100586
mp:3732,Na2LiMnF6,10,-5.382783889770508
mp:16329,Li11V12(OF)24,71,-5.383037567138672
mp:16214,Li10Zn(PS4)4,31,-5.383322238922119
mp:16924,Li9Co7O16,32,-5.383406162261963
mp:8244,Li2Co3(P2O7)2,23,-5.383831024169922
mp:3804,RbLiMg30O31,63,-5.383917331695557
mp:10778,Li3Mg,4,-5.384374141693115
mp:18356,Li3Mn2P2(CO7)2,46,-5.384677886962891
mp:1548,LiCa2Tl,4,-5.384801864624023
mp:1801,LiLaMg14,16,-5.38502311706543
mp:6170,Li2FeF4,14,-5.385219573974609
mp:4659,LiMn2(PO4)3,72,-5.385345935821533
mp:6800,Li2MgGe,4,-5.385895729064941
mp:11223,Li3(FeS2)2,36,-5.386929035186768
mp:1405,LiBiRh2,4,-5.386970043182373
mp:9085,LiCa2HC3,14,-5.387386322021484
mp:778,LiMn2F5,16,-5.387404441833496
mp:7905,Li2MnSi4O11,36,-5.387900352478027
mp:6652,Li2GeAu,4,-5.387958526611328
mp:8905,Li2Co2P2O9,60,-5.388396263122559
mp:1497,LiTbAu2,4,-5.388534069061279
mp:10771,Li3Cd,4,-5.389171600341797
mp:6373,Li2CuF4,14,-5.390050888061523
mp:4032,LiAs(XeF4)3,34,-5.390737533569336
mp:6065,Na5LiMn2P2(CO7)2,52,-5.390910625457764
mp:4009,LiPu2TeO2,6,-5.391489505767822
mp:9115,LiTi(Si2O5)2,32,-5.391799449920654
mp:6714,Li2YbTl,4,-5.391945838928223
mp:15240,Li6MnV3(PO4)6,80,-5.392086982727051
mp:6745,NaLi2Bi,4,-5.392539978027344
mp:8365,Li2FeP4O13,40,-5.392592906951904
mp:17010,Li9CrN5,30,-5.3925933837890625
mp:15414,RbLi7Ge8,64,-5.392997741699219
mp:1324,LiSnPt2,4,-5.3943095207214355
mp:6542,Li2CuAs,8,-5.394623756408691
mp:6151,Li2Mg,6,-5.394723415374756
mp:13333,Li4MnV3(P2O7)4,44,-5.395081520080566
mp:1882,LiFeF3,20,-5.3955278396606445
mp:10927,Li3SbS3,56,-5.395758152008057
mp:11080,Li3Zr4F19,52,-5.395925521850586
mp:7984,BaLi2(MgGe)2,7,-5.3959879875183105
mp:1622,LiLuHg2,4,-5.397294521331787
mp:1429,LiBe2Ir,4,-5.397435188293457
mp:15197,Li6MnV3(PO4)6,40,-5.397715091705322
mp:18459,Li3Cr2P4HO14,24,-5.398587226867676
mp:12768,Rb2Li4UO6,13,-5.39874267578125
mp:7180,Li2Cu(PO3)4,38,-5.3992486000061035
mp:11038,Li3CeGa8,12,-5.3993425369262695
mp:74,LiMg,2,-5.400036334991455
mp:6033,LiCa2Mn2Si5HO15,52,-5.400207996368408
mp:4348,LiAs4(PO4)4,25,-5.400619029998779
mp:833,LiVF6,16,-5.4007110595703125
mp:1301,LiPr2Ir,4,-5.400909423828125
mp:6267,Li2AgF4,14,-5.4009480476379395
mp:1555,Sr2LiIn,4,-5.4010009765625
mp:3292,Rb2LiNbS4,32,-5.401598930358887
mp:6710,Li2CaAl,4,-5.4017415046691895
mp:5309,LiLa3Ti3CrO12,20,-5.401977062225342
mp:9240,LiCoP2O7,44,-5.402124881744385
mp:13234,Li4Ti3Co5O16,28,-5.4022698402404785
mp:1259,LiHo2In,4,-5.402393817901611
mp:9017,LiMg6TiO8,16,-5.402803897857666
mp:16432,Li14Cr2N8O,25,-5.4029011726379395
mp:3768,LiEu4(BN2)3,14,-5.403433799743652
mp:55,LiMg2,6,-5.403812408447266
mp:1047,LiAgF2,8,-5.4040703773498535
mp:14829,Li5Fe2P2(CO7)2,50,-5.404094696044922
mp:5884,LiPr2Zn2(PO)2,9,-5.404541015625
mp:17653,Li3Mn3OF7,28,-5.404666423797607
mp:1398,LiGeAu2,4,-5.405045032501221
mp:7492,Li2SiSnS4,8,-5.405117034912109
mp:1210,LiPaO3,5,-5.406108379364014
mp:2847,LiMnP2O7,44,-5.406559467315674
mp:3289,LiMn(PO3)3,56,-5.407341480255127
mp:4622,K2LiGaAs2,24,-5.407490253448486
mp:17821,Li3V2P5O18,56,-5.407542705535889
mp:16388,Li12Co3NiP4(CO7)4,52,-5.407556056976318
mp:1493,LiSc2Au,4,-5.407753944396973
mp:3313,LiBi2P5O18,52,-5.4079084396362305
mp:2416,LiMn6(OF2)4,19,-5.408190727233887
mp:9325,LiMnP2O7,44,-5.408229351043701
mp:5643,LiMnSO4F,16,-5.408336162567139
mp:9766,LiHCO2,80,-5.408452987670898
mp:3533,Rb2LiNdF6,10,-5.408819198608398
mp:6945,Li2BiAu,8,-5.4088335037231445
mp:14809,Li5Mn2P2(CO7)2,50,-5.409030914306641
mp:4939,LiIn2CuSe4,8,-5.409468173980713
mp:2879,LiNb2(PO5)2,15,-5.409509181976318
mp:6815,Li2MnF4,14,-5.4095258712768555
mp:3150,LiMn(PO3)3,56,-5.409688472747803
mp:3549,Rb2LiPrBr6,10,-5.409849643707275
mp:1375,LiIn2Ru,4,-5.409854412078857
mp:5190,LiLu2W2(ClO4)2,15,-5.4106011390686035
mp:6390,Li2VF4,42,-5.410815715789795
mp:6861,Cs3Li2Br5,10,-5.4108357429504395
mp:5136,RbLiMg30O31,63,-5.411099433898926
mp:8144,Li2Cu(PO3)3,60,-5.411746025085449
mp:9274,SrLiFeF6,36,-5.411768913269043
mp:14288,Li5SbS4,80,-5.4118852615356445
mp:18129,Na2Li3FeO4,40,-5.412298679351807
mp:192,LiMg,6,-5.412656784057617
mp:6228,Li2CrS4,7,-5.412910461425781
mp:4013,LiCeTi4O12,18,-5.413227081298828
mp:8260,Li2MnP2O7,48,-5.413274765014648
mp:986,LiYGa4,6,-5.413548469543457
mp:713,LiCo6O7,14,-5.413955211639404
mp:3602,K2LiNbF6,10,-5.41396427154541
mp:4268,Sr2LiNb3O10,16,-5.414995193481445
mp:1134,LiCo8O9,18,-5.4150495529174805
mp:12617,Li4MnCo5O12,22,-5.415226936340332
mp:9320,LiNiP2O7,44,-5.41605281829834
mp:756,LiFeF3,20,-5.416821479797363
mp:10238,Li2MnPCO7,48,-5.417029857635498
mp:5457,Sr2LiSc(B2O5)2,72,-5.417118549346924
mp:6750,Li2ErIn,4,-5.417291641235352
mp:1325,LiYbAu2,4,-5.417412757873535
mp:4630,LiLa4CoO8,56,-5.417454719543457
mp:1318,LiSc2Ga,4,-5.41912317276001
mp:17457,Li9Nd2(PS4)5,72,-5.419248104095459
mp:2196,LiMg17Al11,29,-5.419334411621094
mp:14091,Li5Mg,6,-5.420225620269775
mp:17623,Ba2Li3TaN4,20,-5.4204816818237305
mp:6728,Li2MgPb,4,-5.420739650726318
mp:173,LiMg,6,-5.420793056488037
mp:11412,Li3Mn3(PO4)4,78,-5.421589374542236
mp:6670,Li2SbPt,4,-5.421619415283203
mp:1374,LiInAg2,4,-5.421896457672119
mp:51,LiAg,4,-5.422115325927734
mp:4451,NaLiBeF4,28,-5.423226833343506
mp:56,LiMg2,6,-5.423593521118164
mp:1746,LiMg6Bi,16,-5.423761367797852
mp:8111,Li2Ti3CoO8,28,-5.423813819885254
mp:6855,Li2MnF5,32,-5.424592018127441
mp:17875,Li3Mn4(PO4)6,37,-5.424624443054199
mp:435,LiBiTe2,4,-5.424658298492432
mp:8130,Li2Co(Si2O5)2,68,-5.424815654754639
mp:650,LiSmSe2,8,-5.425218105316162
mp:3774,CsLi(B3O5)2,36,-5.4256272315979
mp:14311,Li5(Cu2P3)2,15,-5.425661563873291
mp:9517,LiMnP2O7,44,-5.42602014541626
mp:3807,KLiMg30O31,63,-5.4264817237854
mp:167,LiP5,24,-5.426605224609375
mp:10305,Li2MnV(P2O7)2,22,-5.427837371826172
mp:6666,Li2AlAg,4,-5.428097724914551
mp:14304,Li5FeS4,10,-5.428601264953613
mp:5627,LiMnP4(H2O7)2,48,-5.42909574508667
mp:2452,LiNbPO5,32,-5.4292473793029785
mp:9935,LiVCdF6,18,-5.429661750793457
mp:7211,Li2TiNb3O8,56,-5.429932594299316
mp:331,Li(CrS2)2,7,-5.43045711517334
mp:6770,Li2SmIn,4,-5.430639743804932
mp:17860,Li3Co2Si3O10,36,-5.431636810302734
mp:967,NaLiMg14,16,-5.43176794052124
mp:6783,Li2PdAu,4,-5.432492733001709
mp:5227,Ba2LiV2(Si2O7)2,23,-5.432981967926025
mp:15219,Li6Mn3Cr(PO4)6,40,-5.433145999908447
mp:809,Li(Mg4Al3)4,29,-5.433213710784912
mp:16616,Li8TbO6,15,-5.434011936187744
mp:385,LiMnF3,20,-5.434661865234375
mp:3380,LiMnSi3O8,52,-5.43494176864624
mp:18224,Li3Ni3O3F5,14,-5.434957027435303
mp:6247,Li2(NiO2)3,11,-5.436230659484863
mp:10962,Li3(FeS2)2,18,-5.436557769775391
mp:8634,Li2Fe2(CO3)3,32,-5.437048435211182
mp:2338,LiP4(Br3O)4,21,-5.437745094299316
mp:5885,Rb2Ba8Li(Sb3O)2,19,-5.438727378845215
mp:13719,Li4Fe2C4SO16,54,-5.4388909339904785
mp:5250,LiTl6C2(O3F)2,17,-5.439043998718262
mp:15166,Li6Mn3V(PO4)6,80,-5.43908166885376
mp:1273,LiMnIr2,4,-5.4395856857299805
mp:296,LiTi2O4,14,-5.439951419830322
mp:9583,LiAlSiO4,42,-5.439964294433594
mp:6532,Li2FeN,4,-5.440149784088135
mp:16385,Li12Fe3NiP4(CO7)4,52,-5.440281391143799
mp:15198,Li6MnV3(PO4)6,80,-5.4403533935546875
mp:15269,Li6Mn3V(PO4)6,80,-5.44054651260376
mp:4194,LiMg14CrO16,32,-5.440861701965332
mp:2085,LiMnF3,10,-5.44142484664917
mp:127,LiPb,2,-5.4418110847473145
mp:9295,LiLa2RuO6,20,-5.441822052001953
mp:15091,Li6Zn3(PS4)4,58,-5.442403793334961
mp:15264,Li6Cu2C4SO16,58,-5.442473411560059
mp:17257,Li9Mn2Co5O16,32,-5.442488193511963
mp:1149,LiVF4,12,-5.442638397216797
mp:12701,Li4Co3O3F4,14,-5.442903518676758
mp:11119,Li3ScN2,48,-5.44333028793335
mp:15299,Li6Ca3MnC6(O9F)2,36,-5.443375587463379
mp:16211,Li10Zn7(PS4)8,57,-5.443643569946289
mp:14875,Li6IrN4,22,-5.443696022033691
mp:6148,Li2Mg,6,-5.443760395050049
mp:9063,LiMg30CrO32,64,-5.443774700164795
mp:958,LiMg14Bi,16,-5.444290637969971
mp:18134,Li3CoO2F,28,-5.444652557373047
mp:3493,LiMn3(P3O10)2,60,-5.445065021514893
mp:1665,LiTi2O4,14,-5.445947647094727
mp:1280,LiInHg2,4,-5.446068286895752
mp:9066,LiLaMg30O32,64,-5.4465227127075195
mp:18108,Li3CoOF3,16,-5.4466938972473145
mp:4238,LiMn2P3O11,34,-5.446715831756592
mp:5156,LiMgH14Cl3O7,26,-5.447987079620361
mp:4804,LiNbNiO4,28,-5.448834419250488
mp:2322,LiMn6(OF2)4,19,-5.449146270751953
mp:5298,K2LiNb6(PO8)3,36,-5.449492454528809
mp:2970,LiV(PO3)4,36,-5.449537754058838
mp:9113,LiAl(Si2O5)2,32,-5.449641227722168
mp:10819,Li3MnAs2,6,-5.449959754943848
mp:7264,Li2TiCuO4,8,-5.450087547302246
mp:3600,Na2LiAlF6,10,-5.450190544128418
mp:7464,Li2CuPO4,16,-5.45040225982666
mp:11138,Li3Ag2Ge3,16,-5.450806617736816
mp:6320,Li2Mn3F8,26,-5.451202392578125
mp:12291,Li4Zn(PS4)2,45,-5.451827526092529
mp:1053,LiMnF3,10,-5.451932907104492
mp:995,LiYbPb,9,-5.452232360839844
mp:17812,KLi3GeO4,36,-5.452260971069336
mp:11159,Li3BiS3,28,-5.452460765838623
mp:9882,Ba8LiNb7O24,40,-5.45334005355835
mp:5305,LiV2H4(OF5)2,19,-5.453349590301514
mp:281,LiBeB,6,-5.454473495483398
mp:16209,Li10Ti4O13,54,-5.4545207023620605
mp:15411,Li7Ti7O16,30,-5.455673694610596
mp:9877,LiMn5O5F,12,-5.455801486968994
mp:1477,LiPm2Si,4,-5.455840587615967
mp:3053,LiIn(MoSe)6,14,-5.458091735839844
mp:1465,LiInPt2,4,-5.459344387054443
mp:2127,LiAgF3,10,-5.459481716156006
mp:7873,Li2Co(SiO3)2,22,-5.459554195404053
mp:14361,Li5Co7O3F13,28,-5.459630489349365
mp:3284,LiCo(PO3)3,28,-5.459661960601807
mp:9266,SrLiCoF6,36,-5.460023880004883
mp:6765,Li2TlPd,4,-5.460387706756592
mp:775,CsLiF2,16,-5.461554050445557
mp:18334,Li3MnPCO7,52,-5.46195125579834
mp:10382,Li2CrP4(H2O3)6,74,-5.462092876434326
mp:9186,KLiDyF5,32,-5.462169647216797
mp:1704,LiMnF4,24,-5.4623847007751465
mp:16567,Li34(YSb2)13,73,-5.463377952575684
mp:12910,Li4TiNi3O8,32,-5.463379383087158
mp:968,LiMg14Si,16,-5.463535308837891
mp:5708,LiZnPH2O5,40,-5.464003562927246
mp:16398,Li13Si4,34,-5.464160919189453
mp:668,LiFeF4,12,-5.4645586013793945
mp:10314,Li2NiPCO7,24,-5.464560031890869
mp:4325,Sr2Li(H4O3)2,17,-5.4646501541137695
mp:10972,Li3Fe2F7,24,-5.46472692489624
mp:2836,LiCo3P3O13,40,-5.466087818145752
mp:11332,Li3Mn3(PO4)4,78,-5.466527938842773
mp:1708,LiMnF3,20,-5.466565132141113
mp:4342,LiEr4Zr4O14,23,-5.466587066650391
mp:3483,LiSb(PO3)4,72,-5.466606616973877
mp:14078,Li4Cr2Ni3Sn(PO4)6,40,-5.466874122619629
mp:1814,LiCeMg14,16,-5.467740535736084
mp:2015,LiCaBi,12,-5.468435287475586
mp:7432,Li2FeOF3,14,-5.468780517578125
mp:14247,Li5FeS4,10,-5.469376087188721
mp:11534,Li3Cu3(PO4)2,32,-5.470039367675781
mp:5689,LiFePH2O5,80,-5.470344543457031
mp:6704,Li2NdGa,4,-5.470485687255859
mp:1831,LiTi6O12,38,-5.472084045410156
mp:6289,Li2GeF6,18,-5.4729084968566895
mp:955,LiHfMg14,16,-5.472928047180176
mp:1182,LiSiAg2,4,-5.473093509674072
mp:1335,LiSm2Al,4,-5.473228931427002
mp:14092,Li5Mg,6,-5.473638534545898
mp:3617,Cs2LiSbCl6,10,-5.474201679229736
mp:3988,Sr2LiMgSi3,14,-5.474338531494141
mp:5522,LiSm3Bi(Ru2O7)2,23,-5.474516868591309
mp:13626,Li4ScIn3(SiO3)8,40,-5.476632118225098
mp:16318,Li11Fe5(OF11)2,40,-5.4768290519714355
mp:1279,LiMg2In,4,-5.477179527282715
mp:9022,LiMg6MnO8,16,-5.477276802062988
mp:8879,K5Li2PrF10,72,-5.477532386779785
mp:1282,LiLuIn2,4,-5.477707386016846
mp:6468,Li2UBr6,36,-5.47782039642334
mp:5589,NaLiH4C2O5,52,-5.477978706359863
mp:6947,Li2Sm2Ge3,14,-5.478191375732422
mp:5137,KLiMg30O31,63,-5.478817939758301
mp:568,LiFeS2,16,-5.478869915008545
mp:3147,LiV(PO3)3,56,-5.479186534881592
mp:2036,LiMnF3,20,-5.4802703857421875
mp:184,LiMg2,6,-5.4803972244262695
mp:14195,Li5AgF8,14,-5.481124401092529
mp:7305,Li2Cu(Si2O5)2,68,-5.481448173522949
mp:4595,NaLiY2F8,24,-5.481705188751221
mp:15330,Li7Co5O12,48,-5.481850624084473
mp:7861,Li2Si2NiO6,44,-5.481964588165283
mp:7031,Cs3Li2Cl5,10,-5.48261022567749
mp:7224,Li2Ni(PS3)2,11,-5.4829487800598145
mp:10129,Li2CaHfF8,12,-5.48333740234375
mp:1852,LiAgF2,4,-5.483919143676758
mp:14289,Li5FeS4,80,-5.483927249908447
mp:81,LiMg2,6,-5.484647274017334
mp:5426,Sr2LiBeB3O8,60,-5.485040664672852
mp:5538,LiMnP2(HO4)2,56,-5.485348224639893
mp:17617,Li3Mn2(PO4)3,40,-5.485487461090088
mp:15316,Li7Si2,36,-5.485790729522705
mp:2781,LiMn2(BO3)2,55,-5.48600959777832
mp:12094,Li4Ti5O12,42,-5.486432075500488
mp:1240,LiAc2Sn,4,-5.4867095947265625
mp:2192,LiAlB14,32,-5.487057685852051
mp:2403,LiFe8(OF)8,25,-5.487241744995117
mp:18262,Li3Co2Si3O10,36,-5.4872727394104
mp:16337,Li11Ti12(NiO8)4,59,-5.487867832183838
mp:14037,Li4Ti2Mn3V3O16,28,-5.488351345062256
mp:16227,Li10Ge(PSe6)2,50,-5.489201545715332
mp:6662,Li2CuSn,4,-5.489690780639648
mp:11675,Li3Mn3(OF)4,14,-5.489838123321533
mp:3104,LiNi(PO3)3,56,-5.48983907699585
mp:4633,LiLa4CuO8,14,-5.489855766296387
mp:6138,Li2Ca,6,-5.490078449249268
mp:5752,LiCoPCO7,22,-5.490152359008789
mp:10449,Li2Ga3Te6(HO2)12,47,-5.490599632263184
mp:9091,LiLaTiO4,14,-5.490902900695801
mp:6795,Li2SmTl,4,-5.491248607635498
mp:9643,LiV(PO3)4,36,-5.491339683532715
mp:3696,Rb2LiRhF6,10,-5.49181604385376
mp:228,LiMg7N5,78,-5.492252349853516
mp:2900,LiMn2CoO6,10,-5.4923176765441895
mp:5356,LiCrPO4F,64,-5.493090629577637
mp:8003,Li2MnV3O8,14,-5.4934611320495605
mp:17849,Li3V3(PO4)4,52,-5.493966579437256
mp:16608,Li8ZrO6,15,-5.495080947875977
mp:1808,LiMg14Mn,16,-5.49539852142334
mp:11143,CsLi3Br4,16,-5.49542236328125
mp:10711,Li3Mg,4,-5.496121883392334
mp:4911,LiCo5O7F,28,-5.496888160705566
mp:13105,Li4Mg(HN)3,11,-5.497064590454102
mp:17880,Li3Co(BO2)5,38,-5.497204303741455
mp:28,LiTl3,4,-5.4975104331970215
mp:70,LiMg,6,-5.497627258300781
mp:1454,LiAc2Ir,4,-5.497774124145508
mp:1472,LiPmHg2,4,-5.499228000640869
mp:5526,LiTiSn(PO4)3,36,-5.499269485473633
mp:9703,LiMo(PO3)4,36,-5.4993696212768555
mp:5450,Na2LiCuP2O7,52,-5.499934673309326
mp:10804,Li3Ag2F5,40,-5.4999494552612305
mp:2478,LiMnP2O7,22,-5.500610828399658
mp:4906,Ba2LiMn2O6,11,-5.501204490661621
mp:17760,Li3CuB3O7,28,-5.501474380493164
mp:6860,Cs3Li2F5,10,-5.501683235168457
mp:4314,Ba2LiUO6,20,-5.502414703369141
mp:2406,LiMn6(OF2)4,19,-5.503828048706055
mp:9654,LiMn(PO3)4,36,-5.503889560699463
mp:11158,Li3AlF6,40,-5.504193305969238
mp:8305,Li2Co4O3F8,17,-5.504210948944092
mp:18562,Li3MnV(PO4)3,80,-5.504329681396484
mp:1525,LiZrIr2,4,-5.504566669464111
mp:377,LiNbF5,28,-5.504613399505615
mp:5248,LiCuP4(RuO7)2,22,-5.504768371582031
mp:5768,LiCePCO7,22,-5.504836082458496
mp:6758,Li2TlAu,4,-5.505056381225586
mp:2276,LiV2F7,20,-5.505059719085693
mp:6459,Li2ZrF6,9,-5.505163192749023
mp:5800,BaLiTbSbO6,40,-5.50531530380249
mp:14056,Li4Mn2Ni3Sn(PO4)6,40,-5.505338191986084
mp:18062,Li3Mn(CO3)3,32,-5.505396366119385
mp:11846,Li3Co2P5O16,52,-5.505430698394775
mp:5183,Sr4LiTb2(RuO6)2,21,-5.505594253540039
mp:14856,Li6(NiO2)11,39,-5.505623817443848
mp:3560,Rb2LiCeI6,10,-5.505863189697266
mp:5827,Ba2LiV2(Si2O7)2,23,-5.506169319152832
mp:12209,Li4CO4,9,-5.506655216217041
mp:1373,LiCu2Ge,4,-5.506658554077148
mp:466,NaLiS,6,-5.506716728210449
mp:3666,Cs2LiTbCl6,10,-5.506769180297852
mp:533,Li(FeN)2,20,-5.506883144378662
mp:438,LiMg6Mo,8,-5.507579803466797
mp:9937,LiCaFeF6,18,-5.508932590484619
mp:6738,Li2PmAl,4,-5.509113788604736
mp:230,LiPrS2,8,-5.509746551513672
mp:1551,LiGaNi2,4,-5.510012626647949
mp:1444,LiCa2Al,4,-5.5105390548706055
mp:12453,Li4Cu(PO3)6,29,-5.510610103607178
mp:5824,SrLiNdCoO4,8,-5.511164665222168
mp:12043,Li4Ti11O24,39,-5.511885166168213
mp:3800,NaLiMg30O31,63,-5.512070655822754
mp:6510,Li2Mn3F8,13,-5.51248025894165
mp:17592,Li3Mn3(PO4)4,52,-5.512530326843262
mp:2374,LiCu6OF11,19,-5.512575149536133
mp:6793,Li2PrIn,4,-5.512701034545898
mp:12375,Li4V3OF11,38,-5.513190269470215
mp:5668,LiEu2CBr3N2,36,-5.513700008392334
mp:8909,Li2Co2(SiO3)3,64,-5.514013290405273
mp:1583,LiLa2Ir,4,-5.514459609985352
mp:1499,LiSiPd2,4,-5.51517391204834
mp:1893,LiEu2Ge3,24,-5.515718460083008
mp:3334,LiCu2(CO3)2,22,-5.516116619110107
mp:13207,Li4MnCo2O7,28,-5.516147136688232
mp:5585,LiAlPHO5,18,-5.516325950622559
mp:18324,Li3MnPCO7,52,-5.5163679122924805
mp:7153,Li2Co2(CO3)3,32,-5.516406059265137
mp:2156,LiTi3O6,20,-5.516502380371094
mp:14188,Li5(CuGe)2,9,-5.516779899597168
mp:436,LiAsSe2,4,-5.5169878005981445
mp:1633,LiNd2Os,4,-5.517104148864746
mp:6245,Li2AgF3,12,-5.517457008361816
mp:4985,LiGa(GeSe3)2,20,-5.517563819885254
mp:413,LiSmS2,4,-5.517707824707031
mp:15142,Li6MnV3(PO4)6,40,-5.5179643630981445
mp:7351,Li2LuUS4,8,-5.518098831176758
mp:2091,Cs3LiPb4,16,-5.519474983215332
mp:1559,LiCa2Ir,4,-5.519552707672119
mp:8955,Li2Co2SiO6,22,-5.519582271575928
mp:5570,LiMnP2HO7,24,-5.520265579223633
mp:18340,Li3CoPCO7,52,-5.520538330078125
mp:6837,Li2MnF4,56,-5.520878314971924
mp:1494,LiYb2Hg,4,-5.520974636077881
mp:13225,Li4Ni2OF7,28,-5.52122688293457
mp:15524,Li7Ti12O24,43,-5.5217132568359375
mp:18293,Li3MnV(PO4)3,80,-5.521718978881836
