mid,formula,nsites,pred_log_sigma
mp:3402,LiMn5P3O13,44,-7.027332782745361
mp:7129,Li2VP2O7,48,-7.027498245239258
mp:3073,LiAlSiO4,21,-7.027533531188965
mp:4413,LiCr(SiO3)2,80,-7.027548789978027
mp:3469,LiMn2(BO3)2,44,-7.02779483795166
mp:18126,Li3Mn5Cr2O12,22,-7.028051376342773
mp:4224,Rb2Li(TcO4)2,13,-7.028198719024658
mp:15840,Li7Mn2(CoO4)3,24,-7.028259754180908
mp:14464,Li5Co7O3F13,28,-7.028623580932617
mp:7377,Li2MnCoO4,16,-7.028695106506348
mp:11581,Li3V2(O2F)2,22,-7.0290751457214355
mp:17758,Li3Fe3(PO4)4,52,-7.02916145324707
mp:7178,Li2VO3F,28,-7.029491901397705
mp:14224,Li5Mn3O8,32,-7.03000020980835
mp:13111,Li4MnCo2O7,28,-7.030171871185303
mp:10865,Li3(Fe2S3)2,13,-7.030183792114258
mp:17471,Li9Mn2Co5O16,32,-7.0303826332092285
mp:8006,Li2Mn3TeO8,14,-7.030403137207031
mp:8898,CsLi2BS3,28,-7.030447006225586
mp:7737,Li2AlCoO4,32,-7.03057336807251
mp:7770,Li2Fe(PO4)2,13,-7.030735015869141
mp:8584,Li2Fe2Si2O9,60,-7.03079891204834
mp:15675,Li7Mn2(CoO4)3,48,-7.03093147277832
mp:6035,LiAl2H4Pb2(O2F3)2,19,-7.030936241149902
mp:232,LiCuO2,16,-7.031045913696289
mp:15502,Li7Ni9O16,32,-7.031627655029297
mp:13188,Li4MnCo2O7,28,-7.031892776489258
mp:7192,Li2Mn(CO3)2,22,-7.032007217407227
mp:9278,LiV(SiO3)2,40,-7.03213357925415
mp:12431,Li4Mn(PO3)6,29,-7.032926559448242
mp:17565,Li9Mn2Co5O16,32,-7.033013343811035
mp:5064,LiMn2O3F,28,-7.0330328941345215
mp:3247,LiMnPO4,14,-7.033222198486328
mp:11826,Li3Mn2FeO6,12,-7.033407688140869
mp:15301,Li6MnCrP2(CO7)2,26,-7.03348445892334
mp:17258,Li9Mn2Co5O16,32,-7.033576965332031
mp:13737,Li4Mn2Ni3Sn3O16,28,-7.033613204956055
mp:10105,Li2V3NiO8,14,-7.03393030166626
mp:16613,Li8TeO6,15,-7.03399133682251
mp:8471,Li2CrNiO4,16,-7.03402042388916
mp:8346,Li2Mn3P9O28,42,-7.034095764160156
mp:4101,LiV(OF)2,12,-7.034174919128418
mp:13867,Li4Mn2Cr3Sb3O16,28,-7.034256935119629
mp:13887,Li4Mn3Ni3(SbO8)2,28,-7.03449821472168
mp:7167,Li2V2(PO4)3,76,-7.034544467926025
mp:13249,Li4FeOF5,33,-7.034603595733643
mp:14881,Li6TeN4,22,-7.0348711013793945
mp:6686,Li2TlIn,4,-7.034950256347656
mp:15428,Li7Co5O12,24,-7.035118579864502
mp:3656,K2LiCrF6,10,-7.035482406616211
mp:12142,Li4Co3O7,28,-7.03557825088501
mp:17779,Li3TiMn4O8,16,-7.035905838012695
mp:7226,Li2MnP2O7,48,-7.036067008972168
mp:17660,Li3Al2CoO6,12,-7.036290168762207
mp:277,Sr2LiN,4,-7.036320686340332
mp:14852,NaLi5Fe2P2(CO7)2,52,-7.0363311767578125
mp:15962,Li7Mn2(CoO4)3,24,-7.0368475914001465
mp:13503,Li4V3Fe3(SbO8)2,28,-7.0369954109191895
mp:4580,LiNi2OF3,28,-7.037134647369385
mp:17922,Li3Mn4(BO3)4,46,-7.037153244018555
mp:15635,Li7Mn4CoO12,24,-7.037193775177002
mp:13389,Li4TiMn(WO6)2,40,-7.037296295166016
mp:9754,LiAl(SiO3)2,20,-7.03790283203125
mp:9337,LiMn3(OF3)2,24,-7.038097858428955
mp:3886,LiPH2O3,28,-7.038179397583008
mp:16312,Li11(NiO4)2,42,-7.038611888885498
mp:13859,Li4Nb3Ni3(SbO8)2,28,-7.038859844207764
mp:15657,Li7Mn4CoO12,24,-7.039305210113525
mp:15661,Li7Mn4CoO12,24,-7.03935432434082
mp:15193,Li6NbCr3(PO4)6,40,-7.0395684242248535
mp:11941,Li3Cu2(SO4)3,80,-7.03963041305542
mp:7254,Li2Mn3(BO3)3,34,-7.0397114753723145
mp:11743,Li3Fe4CoO8,16,-7.039827823638916
mp:17291,Li9Mn2Co5O16,32,-7.040473461151123
mp:3161,LiCr(PO3)3,56,-7.040621280670166
mp:13019,Li4Cr3CoO8,32,-7.040677547454834
mp:12913,Li4Mn3CoO8,32,-7.041029453277588
mp:16138,Li9Mn2Co5O16,32,-7.041323184967041
mp:7957,Li2Ti3NiO8,56,-7.041430473327637
mp:13318,Li4Fe2OF8,30,-7.041593551635742
mp:3731,Na2LiIrF6,10,-7.041796684265137
mp:14456,Li5V6O5F19,35,-7.041860580444336
mp:4655,LiCoP2O7,44,-7.041985511779785
mp:10145,Li2V(Si2O5)3,48,-7.042346000671387
mp:8072,Li2Ni3SnO8,28,-7.0424652099609375
mp:11391,Li3V(PO4)2,56,-7.042482376098633
mp:14556,Li5Mn2CoO8,16,-7.042776107788086
mp:12395,Li4Ti3(NiO4)3,22,-7.042786598205566
mp:11644,Li3Fe2CoO6,24,-7.043002605438232
mp:10289,Li2MnPCO7,48,-7.043774604797363
mp:14604,Li5Mn3(SbO5)2,40,-7.043907642364502
mp:10365,Li2MnAsCO7,48,-7.044171333312988
mp:8598,Li2CoSiO4,32,-7.044454097747803
mp:13793,Li4Cr3Ni3(TeO8)2,28,-7.044598579406738
mp:373,LiMnO2,16,-7.0446367263793945
mp:570,LiVF4,12,-7.045104026794434
mp:14637,Li5Cu3(NiO5)2,20,-7.045220375061035
mp:13455,Li4V3Cr3(TeO8)2,28,-7.045830726623535
mp:18564,Li3MnV(PO4)3,40,-7.045933723449707
mp:1905,LiMnO2,24,-7.046295642852783
mp:6684,Li2TlCd,4,-7.046304225921631
mp:11725,Li3Nb2CrO6,48,-7.046528339385986
mp:15905,Li7Mn2(CoO4)3,24,-7.046741485595703
mp:14202,Li5SbS,28,-7.047077178955078
mp:8516,Li2Fe3CuO8,56,-7.047200679779053
mp:3523,LiFe5(OF2)4,18,-7.047564506530762
mp:12579,Li4MnCo2O7,28,-7.047598838806152
mp:15164,Li6MnV3(PO4)6,80,-7.047942161560059
mp:515,LiMn4O8,52,-7.048242568969727
mp:10174,Li2Bi(PO3)5,46,-7.048247337341309
mp:15424,Li7Co5O12,24,-7.048348903656006
mp:13421,Li4Fe5Ni(PO4)6,40,-7.048555374145508
mp:6823,Li2VF6,36,-7.048576354980469
mp:4000,LiMnPO4,28,-7.048591136932373
mp:13907,Li4Mn2V3Cr3O16,28,-7.048800468444824
mp:6927,Li2WS4,28,-7.048943996429443
mp:17112,Li9Mn2Co5O16,32,-7.049027919769287
mp:9565,LiSi6Bi9O26,42,-7.049332141876221
mp:10376,Li2FeSn(PO4)2,56,-7.049696445465088
mp:12566,Li4MnCo2O7,28,-7.050207138061523
mp:5584,LiMgIn(MoO4)3,36,-7.050298690795898
mp:6661,Li2TlAu,4,-7.050815105438232
mp:17444,Li9Mn2Co5O16,32,-7.050986289978027
mp:8900,Li2HIO,20,-7.051015377044678
mp:10763,Li3Sb,4,-7.051017761230469
mp:18091,Li3Fe5(CoO6)2,22,-7.051136016845703
mp:14687,Li5Fe5(CuO6)2,24,-7.051240921020508
mp:4532,LiV3(O2F)2,40,-7.051558971405029
mp:10822,Li3Mn8O16,27,-7.051585674285889
mp:1849,LiMn3O4,16,-7.051692962646484
mp:7931,Li2MgTi3O8,14,-7.051718235015869
mp:1567,LiZn2Au,4,-7.0518479347229
mp:7549,Li2Mn(SO4)2,52,-7.051998138427734
mp:17101,Li9Mn2Co5O16,32,-7.052428245544434
mp:12369,Li4MnCo2O7,28,-7.052685737609863
mp:2557,LiZnBO3,48,-7.052860260009766
mp:13143,Li4Fe3(SiO4)3,22,-7.052896022796631
mp:18140,Li3Cu3(PO4)2,16,-7.052937030792236
mp:12380,Li4V3OF11,38,-7.052948951721191
mp:16095,Li9Mn2Co5O16,32,-7.053308963775635
mp:13636,Li4Ti4Mn4NiO18,62,-7.0535759925842285
mp:6495,Li2VF6,27,-7.053798675537109
mp:9319,LiCrP2O7,44,-7.053884506225586
mp:15013,Li6Fe5CoO12,24,-7.054050922393799
mp:10186,Li2Ni(PO3)5,46,-7.054083824157715
mp:9840,LiMn4(PO4)3,40,-7.054548740386963
mp:4462,LiCoPO4,28,-7.054811954498291
mp:11731,Li3Mn(CoO2)4,16,-7.054856300354004
mp:5078,LiMn2(BO3)2,66,-7.054893970489502
mp:11490,Li3VCr3O8,30,-7.054974555969238
mp:9794,LiP4WO12,36,-7.055272579193115
mp:391,LiNiO2,12,-7.055327892303467
mp:13713,Li4Co2C4SO16,54,-7.055451393127441
mp:4174,LiPr2Pa2O8,13,-7.055501461029053
mp:2711,LiV2OF5,27,-7.055832862854004
mp:5583,LiAlPO4F,16,-7.055929660797119
mp:5411,Sr2LiCoWO6,11,-7.056067943572998
mp:10232,Li2MnV(PO4)3,38,-7.056220054626465
mp:12103,Li4Mn3O8,60,-7.056245803833008
mp:8498,Li2NbV3O8,56,-7.056280136108398
mp:4877,RbLiMn3O4,9,-7.056724548339844
mp:8960,Li2TiV2O6,22,-7.056842803955078
mp:12479,Li4TiV8O18,62,-7.057190895080566
mp:18428,Li3NiPCO7,52,-7.0578203201293945
mp:2612,LiMnPO4,14,-7.0579118728637695
mp:3330,LiV(PO3)3,28,-7.058187007904053
mp:14718,Li5Fe5(CoO6)2,24,-7.058307647705078
mp:4431,LiCr2P2O9,56,-7.058447360992432
mp:104,LiI,4,-7.0586113929748535
mp:12891,Li4MnCo2O7,28,-7.059256553649902
mp:498,Li(CuO)2,40,-7.059350967407227
mp:5924,BaLiYCu2O5,10,-7.059638500213623
mp:7288,Li2NiSnO4,32,-7.059878349304199
mp:17186,Li9Mn2Co5O16,32,-7.0599589347839355
mp:6246,Li2V3O6,22,-7.060094833374023
mp:14769,Li5Mn6(BO3)6,70,-7.060606002807617
mp:3418,LiSn4(PO4)3,40,-7.060661792755127
mp:14481,Li5Mn(CoO4)2,16,-7.06098747253418
mp:12106,Li4CO4,9,-7.061017036437988
mp:8760,Li2FeCo3O8,56,-7.061069011688232
mp:7187,Li2VO2F,24,-7.061800479888916
mp:3755,Na2LiAlH6,10,-7.062147617340088
mp:12917,Li4Mn3NbO8,32,-7.062430381774902
mp:9054,LiMg30BiO32,64,-7.062676429748535
mp:18231,Li3Cr10Fe5O24,42,-7.062751770019531
mp:13053,Li4Ti3V6O18,62,-7.062882900238037
mp:15743,Li7Mn2(CoO4)3,24,-7.062894821166992
mp:16905,Li9Co7O16,32,-7.062946796417236
mp:17511,Li9Mn2Co5O16,32,-7.063011169433594
mp:15434,Li7Co5O12,24,-7.063011169433594
mp:17794,Li3Co4SnO8,32,-7.063131332397461
mp:12646,Li4Cr5WO12,22,-7.063266277313232
mp:12295,Li4Zn(PS4)2,30,-7.063559055328369
mp:16578,Li7Cr3Co(PO4)6,41,-7.063718318939209
mp:3877,LiFe(Si2O5)2,32,-7.06380558013916
mp:16031,Li9Mn2Co5O16,32,-7.06387996673584
mp:3342,LiCr2(PO4)2,26,-7.064093112945557
mp:16683,Li8Co3NiO8,20,-7.064211845397949
mp:15947,Li7Mn2(CoO4)3,24,-7.064604759216309
mp:12377,Li4V5Cr3O16,28,-7.064913272857666
mp:16290,Li10Mn3Co2Ni3O16,34,-7.0649566650390625
mp:14924,Li6(CoO2)5,21,-7.064977169036865
mp:12145,Li4Mn3O7,28,-7.064999580383301
mp:15075,Li6V2O5F2,30,-7.065155029296875
mp:11677,Li3Mn4CuO8,16,-7.0651702880859375
mp:13528,Li4Ti3V3(CoO8)2,28,-7.065187454223633
mp:6590,Li2(FeO2)5,17,-7.06522274017334
mp:9849,LiMgAlH6,27,-7.065238952636719
mp:11337,Li3Ni2(CO3)4,21,-7.065271377563477
mp:5562,K2LiH2(SeO3)2,13,-7.065507888793945
mp:18151,Li3MnSi2O7,52,-7.065644264221191
mp:13823,Li4V2Co3Cu3O16,28,-7.065857410430908
mp:14611,Li5Cu2Ni3O10,20,-7.066070556640625
mp:17125,Li9Mn2Co5O16,32,-7.066195964813232
mp:7468,Li2Ti(NiO3)2,33,-7.066304683685303
mp:16955,Li9Mn7O16,32,-7.066312789916992
mp:12845,Li4Mn3CoO8,16,-7.066559314727783
mp:308,LiAlO2,48,-7.066872596740723
mp:1650,Li(CrS2)2,14,-7.067067623138428
mp:11021,Li3Mn4O8,15,-7.0670952796936035
mp:15760,Li7Mn2(CoO4)3,24,-7.067174911499023
mp:7875,Li2FeSi4O11,36,-7.067257404327393
mp:17235,Li9Mn2Co5O16,32,-7.067686557769775
mp:15477,Li7Mn5O12,48,-7.068054676055908
mp:13462,Li4Ti2Mn3Fe3O16,28,-7.068881988525391
mp:13468,Li4Mn2Co3Sb3O16,28,-7.0692925453186035
mp:16159,Li9Mn2Co5O16,32,-7.069453716278076
mp:5188,LiZn2AgWO6,11,-7.069582939147949
mp:10672,Li2VCrP2(HO5)2,54,-7.070572853088379
mp:8836,Li2Cu3(CO3)3,34,-7.070896148681641
mp:12098,Li4VF7,24,-7.0712175369262695
mp:3336,LiV3(OF3)2,24,-7.071261882781982
mp:4769,LiV6O7F5,38,-7.071565628051758
mp:10092,Li2Mn3NbO8,28,-7.071946620941162
mp:14847,NaLi5Mn2P2(CO7)2,52,-7.0722503662109375
mp:10639,Li2MgCr3Se3(SO8)3,36,-7.072729110717773
mp:8477,Li2Mn3CoO8,56,-7.073061466217041
mp:9611,LiAlGeO4,42,-7.073240280151367
mp:7768,Li2Mo(PO4)2,13,-7.073548793792725
mp:3316,LiFe4P7O24,72,-7.074034214019775
mp:4023,LiH3IN,12,-7.074080467224121
mp:11252,Li3Mn10O20,66,-7.074262619018555
mp:1953,LiEuSb,12,-7.074313640594482
mp:14482,Li5Mn(CoO4)2,16,-7.074400424957275
mp:1503,LiEuTl2,4,-7.074477195739746
mp:10827,Li3Mn4O8,30,-7.074822902679443
mp:2774,LiMn2Cr2O8,52,-7.074973106384277
mp:17754,Li3MnFe3O8,15,-7.075022220611572
mp:534,LiHoO2,16,-7.075061798095703
mp:14210,Li5Co3O8,16,-7.0752153396606445
mp:10814,Li3(CoO2)4,30,-7.075422286987305
mp:7073,Li2TiFeO4,32,-7.075462341308594
mp:10471,Li2CoCSO7,48,-7.075613021850586
mp:7978,Li2Mn3WO8,28,-7.075799942016602
mp:8447,Li2MnCrO4,16,-7.07588005065918
mp:5850,LiVCO3F2,32,-7.075938701629639
mp:3033,LiMnPO4,28,-7.076028823852539
mp:4191,LiMg14BiO16,32,-7.076362609863281
mp:14990,Li6Mn11(OF12)2,43,-7.0763773918151855
mp:14490,Li5Mn2CoO8,16,-7.076465129852295
mp:15805,Li7Ti12NbO30,50,-7.0766401290893555
mp:6211,Li2CrO2,20,-7.076858997344971
mp:2813,LiCr(SiO3)2,80,-7.076900482177734
mp:15946,Li7Mn2(CoO4)3,24,-7.07731294631958
mp:2336,LiP4(Br3O)4,21,-7.077395915985107
mp:12033,Li4Mn13O24,41,-7.077558517456055
mp:18504,Li3VPCO7,26,-7.077915191650391
mp:18242,Li3CoBO4,72,-7.077988624572754
mp:18447,Li3MnV(PO4)3,40,-7.078088283538818
mp:13103,Li4Cr2Fe5O12,46,-7.078399181365967
mp:10615,Li2VFeP2(HO5)2,36,-7.078425407409668
mp:17452,Li9Mn2Co5O16,32,-7.0785369873046875
mp:15577,Li7Mn2(CoO4)3,24,-7.078671455383301
mp:4121,LiCr(PO3)4,36,-7.078864097595215
mp:12402,Li4TiCo5O12,44,-7.079136848449707
mp:12778,Li4Cr3CoO8,16,-7.079314231872559
mp:9167,LiH4CN3,36,-7.079352378845215
mp:9546,LiMnPO4,56,-7.079385757446289
mp:5682,NaLiB2(H5N)2,64,-7.0794501304626465
mp:18450,Li3MnV(PO4)3,80,-7.0795440673828125
mp:13895,Li4Mn3V2Ni3O16,28,-7.080224990844727
mp:6621,Li2ZnSn,4,-7.08030366897583
mp:14411,Li5Mn17(SiO16)2,56,-7.080650329589844
mp:5261,Sr4LiMn2Ga2O11,20,-7.080662727355957
mp:12588,Li4MnCo2O7,28,-7.081025123596191
mp:3430,LiAlCrO3,12,-7.081226825714111
mp:7845,Li2VP2O7,24,-7.081596374511719
mp:17419,Li9Mn2Co5O16,32,-7.081666469573975
mp:8923,Li2SiNiO4,32,-7.081686973571777
mp:8666,Li2H2SeO5,20,-7.081907272338867
mp:9519,LiV2(PO4)3,72,-7.082250595092773
mp:2454,LiMn2(BO3)2,22,-7.082267761230469
mp:8792,Li2TiFe2O5,20,-7.082469940185547
mp:7541,Li2Ni3O3F2,10,-7.082653045654297
mp:15603,Li7Mn2(CoO4)3,24,-7.08278226852417
mp:11579,Li3Ti3VO8,30,-7.0828166007995605
mp:16988,Li9Co7O16,32,-7.082918643951416
mp:1168,Li(NiO2)2,56,-7.083014488220215
mp:4006,LiBi3(BrO2)2,10,-7.083682060241699
mp:15248,Li6MnV3(PO4)6,80,-7.083956718444824
mp:8019,Li2Cr3CoO8,14,-7.083971977233887
mp:10204,Li2Cr(PO3)5,46,-7.083987236022949
mp:5297,LiAl3Si9(N7O)2,29,-7.084103107452393
mp:7882,Li2Mn3Si3O10,36,-7.0841217041015625
mp:17529,Li9Mn2Co5O16,32,-7.084233283996582
mp:13303,Li4V7O9F7,27,-7.084364414215088
mp:3531,Rb2LiSbF6,10,-7.084650039672852
mp:10612,NaLi2FePCO7,52,-7.084715843200684
mp:8568,Li2Mn(SiO3)2,66,-7.084758758544922
mp:16716,Li8Mn13Fe3O32,56,-7.084834575653076
mp:12332,Li4MnCo2O7,28,-7.085254192352295
mp:9011,LiMg6BiO8,16,-7.0853424072265625
mp:16979,Li9Co7O16,32,-7.0853495597839355
mp:4210,Ba3Li(AsO4)2,14,-7.085423946380615
mp:9757,LiSc(SiO3)2,20,-7.085626125335693
mp:10138,Li2Co3TeO8,28,-7.085660457611084
mp:15598,Li7Mn2(CoO4)3,24,-7.085675239562988
mp:2392,LiV6O11F,19,-7.085702896118164
mp:10826,Li3(CoO2)4,15,-7.085959434509277
mp:17713,Li3CrSi2O7,78,-7.086178302764893
mp:846,LiSnS2,4,-7.086180210113525
mp:2208,LiNiO2,32,-7.08689546585083
mp:5696,LiFePH2O5,20,-7.087166786193848
mp:1094,LiMoS2,16,-7.087671279907227
mp:677,LiMn7O12,80,-7.087690830230713
mp:12650,Li4Mn5FeO12,22,-7.087972164154053
mp:14853,NaLi5Mn2P2(CO7)2,52,-7.088013172149658
mp:18202,Li3MnCoO5,20,-7.088039398193359
mp:2116,LiBeH3,30,-7.088080406188965
mp:15375,Li7Mn5O12,48,-7.088273525238037
mp:4417,LiCuPO4,56,-7.088398456573486
mp:7249,Li2Mn3(BO3)3,34,-7.0886406898498535
mp:1165,LiCo5O8,56,-7.088784694671631
mp:13221,Li4Co3Sn5O16,28,-7.088878154754639
mp:10833,Li3Co2O5,20,-7.089056015014648
mp:2800,LiFe8(BO3)8,41,-7.089179992675781
mp:4331,LiMn2(B4O7)2,25,-7.08921480178833
mp:566,LiGdO2,16,-7.089285850524902
mp:3880,LiFe2(PO4)2,26,-7.089293479919434
mp:9658,LiAl(PS3)2,20,-7.0893402099609375
mp:16729,Li8Fe3Co7O20,38,-7.089371204376221
mp:12273,Li4Ti11O24,39,-7.089763164520264
mp:6987,Li2FeF4,7,-7.089778900146484
mp:6394,Li2CeO3,12,-7.089791297912598
mp:4067,LiBi(PO3)4,36,-7.089908599853516
mp:1506,LiScTl2,4,-7.090555667877197
mp:14987,Li6FeO5F,13,-7.090591907501221
mp:15932,Li7Mn4CoO12,24,-7.0909199714660645
mp:11602,Li3Mn(CoO3)2,12,-7.09111213684082
mp:8184,Li2CoNi3O8,14,-7.091556072235107
mp:2757,LiMn2(BO3)2,66,-7.091979503631592
mp:12124,Li4H6Ru,22,-7.09202241897583
mp:7455,Li2MnCo3O8,14,-7.092036247253418
mp:5734,Ba3LiTi5(SbO7)3,66,-7.092188835144043
mp:4060,LiSb(PO3)4,36,-7.092284679412842
mp:5715,LiAlSiH2O5,40,-7.092930316925049
mp:16929,Li9Mn7O16,32,-7.093199729919434
mp:12148,Li4Mn3O7,28,-7.093719005584717
mp:2762,LiFeOF2,20,-7.094205856323242
mp:8052,Li2V3CuO8,14,-7.094264507293701
mp:8507,Li2Fe3SbO8,56,-7.094429016113281
mp:17449,Li9Mn2Co5O16,32,-7.0944342613220215
mp:14164,Li5FeO4,40,-7.094616889953613
mp:16515,Li24Ti7Cr5O36,72,-7.094647407531738
mp:10459,Li2SbSO4F3,44,-7.0947651863098145
mp:14723,Li5Mn(CoO4)2,16,-7.095039367675781
mp:10839,Li3Co2O5,20,-7.095107555389404
mp:15031,Li6Y(BO3)3,76,-7.095145225524902
mp:17562,Li9Mn2Co5O16,32,-7.095373630523682
mp:1087,LiNi2O3,24,-7.095615863800049
mp:4387,LiNdGeO4,28,-7.09578800201416
mp:6981,Li2MnBr4,7,-7.095856189727783
mp:328,Li(CoO2)2,14,-7.096113681793213
mp:7312,Li2V(PO3)5,46,-7.096322059631348
mp:5611,LiMn3Al2(HO2)6,48,-7.09636926651001
mp:15415,Li7Mn2N3,12,-7.09649133682251
mp:16297,Li10Cr2Fe3Co3O16,34,-7.096614837646484
mp:10211,Li2TiV3O8,56,-7.097177028656006
mp:16183,Li9Mn2Co5O16,32,-7.097227573394775
mp:769,LiNi2O3,24,-7.09737491607666
mp:18358,NaLi3Fe4(SiO3)8,80,-7.0974860191345215
mp:14348,Li5Fe3(SbO5)2,40,-7.0975213050842285
mp:12394,Li4Mn3NbO8,32,-7.09781551361084
mp:15151,Li6Ni3Sb(PO4)6,40,-7.0980544090271
mp:15637,Li7Mn4CoO12,24,-7.098182201385498
mp:12154,Li4Mn3O7,28,-7.098187446594238
mp:9289,LiSc(SiO3)2,40,-7.098250389099121
mp:16596,Li8(CoO2)5,23,-7.0983099937438965
mp:2316,LiAlSi2O7,22,-7.098722457885742
mp:14570,Li5Mn2CoO8,32,-7.098805904388428
mp:8437,Li2Mn3(BO3)3,34,-7.098932266235352
mp:1672,LiCoO2,16,-7.09956693649292
mp:13906,Li4Ti2V3Cr3O16,28,-7.099722862243652
mp:8264,Li2Cr3(P2O7)2,46,-7.100022792816162
mp:5674,Ba2LiTmCu3O7,14,-7.100071430206299
mp:14023,Li4Cr3Co3(WO8)2,28,-7.10064697265625
mp:16996,Li9Co7O16,32,-7.101247310638428
mp:10899,Li3FeO4,8,-7.101350784301758
mp:13746,Li4Mn3V3(WO8)2,28,-7.101449489593506
mp:8469,Li2NiBiO4,32,-7.10162353515625
mp:14147,Li5Mn4O8,34,-7.101852893829346
mp:7485,Li2VO2F,12,-7.101958274841309
mp:13908,Li4Ti3Co3(SbO8)2,56,-7.102209568023682
mp:15349,Li7Co5O12,24,-7.102262020111084
mp:9475,LiMnPO4,28,-7.102420330047607
mp:14031,Li4Fe3Sn2Sb3O16,28,-7.102452278137207
mp:12863,Li4MnCo2O7,28,-7.1024861335754395
mp:16278,Li10Cr2Fe3Co3O16,34,-7.102500915527344
mp:15374,Li7Mn5O12,48,-7.102567672729492
mp:7519,Li2CoOF2,24,-7.102871417999268
mp:15685,Li7VO5F,14,-7.102909564971924
mp:8688,Li2Fe(SiO3)2,22,-7.103080749511719
mp:16529,Li24Mn7Cr5O36,72,-7.1032891273498535
mp:12952,Li4FeO3F,18,-7.103529930114746
mp:15645,Li7Mn4CoO12,24,-7.103888511657715
mp:8147,Li2V3CoO8,56,-7.104213714599609
mp:5902,CsLiH4SO5,12,-7.104445934295654
mp:14837,NaLi5Mn2P2(CO7)2,52,-7.104639053344727
mp:12330,Li4MnCo2O7,28,-7.104705333709717
mp:13486,Li4V2Cr3Sb3O16,28,-7.104913234710693
mp:18393,Li3ZnPCO7,26,-7.104997158050537
mp:3985,LiMnPO4,28,-7.10526704788208
mp:11749,Li3Cr(CoO2)4,16,-7.1053667068481445
mp:18305,Li3CrPCO7,52,-7.105836868286133
mp:18191,Li3Si2(NiO4)2,30,-7.105949401855469
mp:13731,Li4Mn3V3(CuO8)2,28,-7.106105804443359
mp:8278,Li2V4O3F8,17,-7.106237888336182
mp:16377,Li12Mn3CrP4(CO7)4,52,-7.106470584869385
mp:13657,Li4V3Ni(PO4)4,28,-7.106550693511963
mp:16965,Li9Mn7O16,32,-7.106909275054932
mp:16693,Li8Fe9CoO20,38,-7.107632160186768
mp:11059,Li3Mn2O5,20,-7.107914447784424
mp:15971,Li7Mn4CoO12,24,-7.108066082000732
mp:8893,Li2CuPO4,32,-7.108325481414795
mp:2590,LiVOF2,40,-7.108450889587402
mp:14074,Li4NbFe3Cu2(PO4)6,40,-7.10861873626709
mp:1531,LiGaAg2,4,-7.108715057373047
mp:9316,LiCrP2O7,44,-7.108765602111816
mp:16964,Li9Mn7O16,32,-7.108894348144531
mp:14334,Li5Fe3(OF5)2,20,-7.109302043914795
mp:4516,LiVPO5,32,-7.109521865844727
mp:11061,Li3Co2O5,20,-7.109682559967041
mp:1692,LiH2N,16,-7.109748363494873
mp:12227,Li4UF8,52,-7.109776496887207
mp:941,LiFeO2,8,-7.109846115112305
mp:9916,LiMn3(FeO4)2,14,-7.110053062438965
mp:16071,Li9Mn2Co5O16,32,-7.1101298332214355
mp:3870,LiV6O7F5,38,-7.110208511352539
mp:15322,Li7Mn5O12,24,-7.110970973968506
mp:13872,Li4Mn3Fe3(NiO8)2,28,-7.1109724044799805
mp:13612,Li4Mn3P3O12F,46,-7.1112589836120605
mp:4388,LiAl(PO3)4,72,-7.111563682556152
mp:1899,LiCuO2,8,-7.111701011657715
mp:15963,Li7Mn2(CoO4)3,24,-7.1118245124816895
mp:13266,Li4Ti3Cr5O16,28,-7.112063884735107
mp:2993,LiFe(SeO3)2,40,-7.112266540527344
mp:4311,LiCu(PO3)3,56,-7.112346649169922
mp:8517,Li2Fe3NiO8,56,-7.112359046936035
mp:5212,LiCr2Cu2(WO4)4,25,-7.1124091148376465
mp:11307,Li3MnCo3O8,30,-7.11243200302124
mp:8764,Li2Cr3CuO8,56,-7.112466812133789
mp:4486,LiTiAsO5,32,-7.1126179695129395
mp:7425,Li2Ni3SnO8,28,-7.1126251220703125
mp:1954,LiEu3O4,32,-7.112946033477783
mp:7075,Li2MnCoO4,16,-7.112983703613281
mp:14962,Li6Mn5O10,21,-7.113035678863525
mp:3159,LiCr(PO3)3,56,-7.113096237182617
mp:13372,Li4CrSb(WO6)2,20,-7.113177299499512
mp:12859,Li4MnCo2O7,28,-7.113329887390137
mp:15918,Li7Mn2(CoO4)3,24,-7.113345146179199
mp:13217,Li4MnCo2O7,28,-7.113759517669678
mp:14437,Li5V6O5F19,35,-7.113811492919922
mp:18239,NaLi3SiO4,72,-7.1139631271362305
mp:13214,Li4MnCo2O7,28,-7.114135265350342
mp:823,LiMgH3,10,-7.114192962646484
mp:4459,LiMnPO4,28,-7.11492919921875
mp:5243,LiTa2Te4Br10O,18,-7.115184783935547
mp:15857,Li7Mn4CoO12,24,-7.115412712097168
mp:16742,Li8Mn3Cr(PO4)6,42,-7.115561008453369
mp:11375,Li3MnV4O12,20,-7.115758895874023
mp:17057,Li9Mn2Co5O16,32,-7.11640739440918
mp:10157,Li2V3TeO8,28,-7.116418361663818
mp:9534,LiMnSiO4,56,-7.116538047790527
mp:8977,Li2TiCr2O6,22,-7.11653995513916
mp:18054,Li3Ti6Zn3O16,56,-7.116601467132568
mp:14747,Li5Mn(CoO4)2,16,-7.1170525550842285
mp:14597,Li5Nb2Cu3O10,20,-7.117382049560547
mp:8725,Li2Co(NiO3)2,22,-7.117382049560547
mp:17265,Li9Mn2Co5O16,32,-7.1174139976501465
